,Company,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Price_euros
983,17,15.6,4.0,0.0,4,15.0,35.0,2,649.0
984,9,14.0,4.0,0.0,4,24.0,35.0,2,915.0
985,4,15.6,4.0,94.0,4,24.0,18.0,2,599.0
986,1,15.6,2.0,94.0,8,10.0,40.0,2,806.0
987,5,15.6,5.0,43.0,8,,57.0,2,1189.0
988,4,15.6,4.0,65.0,8,10.0,22.0,2,749.0
989,4,14.0,2.0,94.0,8,4.0,,2,1119.0
990,1,12.5,2.0,76.0,8,27.0,34.0,2,1908.0
991,1,15.6,2.0,6.0,4,,4.0,2,499.0
992,5,15.6,4.0,66.0,4,4.0,31.0,1,270.62
993,5,15.6,2.0,0.0,8,15.0,35.0,2,1349.0
994,4,13.3,7.0,94.0,8,15.0,40.0,2,889.0
995,3,13.3,27.0,94.0,8,15.0,40.0,2,1150.0
996,1,13.3,6.0,65.0,8,15.0,40.0,2,1349.0
997,2,15.6,4.0,88.0,4,24.0,32.0,2,380.0
998,3,15.6,2.0,43.0,16,,55.0,2,1799.0
999,1,14.0,2.0,65.0,8,27.0,40.0,2,2089.0
1000,2,15.6,5.0,43.0,8,,54.0,2,1260.0
1001,1,13.3,5.0,94.0,8,15.0,40.0,2,1189.0
1002,4,15.6,4.0,90.0,4,4.0,40.0,2,547.0
1003,1,14.0,4.0,94.0,4,24.0,40.0,2,779.0
1004,9,13.3,2.0,0.0,4,4.0,35.0,2,1195.0
1005,1,14.0,4.0,41.0,4,15.0,35.0,2,1099.99
1006,1,14.0,2.0,94.0,4,15.0,40.0,2,1205.0
1007,1,14.0,2.0,81.0,8,15.0,35.0,8,1449.0
1008,1,14.0,2.0,94.0,8,15.0,51.0,2,1049.26
1009,1,14.0,4.0,90.0,4,24.0,40.0,2,684.0
1010,4,15.6,2.0,8.0,8,1.0,54.0,2,949.0
1011,1,12.5,2.0,94.0,4,24.0,40.0,2,1539.0
1012,1,14.0,2.0,94.0,4,15.0,40.0,2,1590.0
1013,1,14.0,2.0,79.0,8,15.0,35.0,2,1887.21
1014,1,13.3,4.0,90.0,4,24.0,40.0,2,800.0
1015,9,13.3,4.0,0.0,8,15.0,35.0,2,1210.0
1016,1,15.6,4.0,90.0,4,15.0,40.0,2,769.99
1017,5,17.3,15.0,48.0,16,27.0,71.0,8,2968.0
1018,9,14.0,5.0,0.0,8,15.0,35.0,2,1490.0
1019,1,14.0,2.0,79.0,8,15.0,35.0,2,2229.0
1020,4,15.6,6.0,64.0,4,10.0,35.0,2,795.99
1021,9,13.3,2.0,0.0,8,15.0,35.0,2,1590.0
1022,1,13.3,5.0,94.0,8,15.0,40.0,2,1149.0
1023,1,14.0,2.0,65.0,8,15.0,51.0,2,1185.43
1024,4,15.6,2.0,41.0,8,24.0,35.0,2,1046.44
1025,1,12.5,4.0,94.0,4,15.0,40.0,2,1559.0
1026,1,14.0,4.0,94.0,4,24.0,40.0,2,1189.0
1027,1,14.0,4.0,94.0,4,24.0,40.0,2,1060.0
1028,4,13.3,11.0,94.0,8,15.0,40.0,2,1624.0
1029,1,17.3,2.0,94.0,8,15.0,51.0,2,1080.0
1030,1,14.0,4.0,94.0,4,15.0,40.0,2,973.0
1031,2,15.6,4.0,7.0,6,10.0,13.0,2,409.0
1032,7,17.3,2.0,43.0,8,,54.0,2,1191.8
1033,1,14.0,2.0,0.0,8,15.0,35.0,8,1195.0
1034,1,15.6,2.0,79.0,8,15.0,35.0,2,1228.99
1035,1,12.5,2.0,79.0,8,15.0,35.0,2,1349.0
1036,1,15.6,4.0,94.0,4,24.0,40.0,2,742.0
1037,9,14.0,5.0,81.0,8,15.0,35.0,2,1725.0
1038,4,15.6,2.0,41.0,8,15.0,35.0,8,1062.95
1039,1,14.0,2.0,94.0,8,15.0,40.0,2,1010.51
1040,5,15.6,6.0,79.0,4,15.0,35.0,2,847.0
1041,12,14.0,4.0,54.0,2,21.0,29.0,2,210.8
1042,9,15.6,5.0,79.0,16,15.0,50.0,2,1425.0
1043,5,15.6,2.0,0.0,8,15.0,35.0,2,1049.6
1044,1,14.0,2.0,0.0,4,24.0,35.0,2,1000.0
1045,1,15.6,2.0,41.0,8,,35.0,2,2103.34
1046,1,14.0,2.0,0.0,8,15.0,35.0,8,1469.0
1047,7,17.3,5.0,39.0,16,,67.0,2,1545.64
1048,5,17.3,5.0,98.0,16,,67.0,2,2289.99
1049,3,11.6,4.0,68.0,4,7.0,29.0,7,287.9
1050,5,14.0,,81.0,16,15.0,35.0,8,2620.0
1051,1,15.6,5.0,65.0,8,10.0,52.0,2,979.0
1052,4,15.6,6.0,93.0,8,15.0,40.0,2,1094.0
1053,1,15.6,4.0,94.0,4,15.0,40.0,2,979.0
1054,4,13.3,11.0,65.0,16,11.0,40.0,2,2254.0
1055,1,15.6,4.0,64.0,4,24.0,35.0,2,705.15
1056,1,15.6,4.0,94.0,4,24.0,40.0,1,499.0
1057,2,15.6,4.0,40.0,8,10.0,13.0,2,449.0
1058,4,13.3,6.0,65.0,12,15.0,40.0,2,1299.0
1059,7,15.6,2.0,98.0,16,,57.0,2,1819.0
1060,1,15.6,2.0,65.0,8,15.0,40.0,2,1070.0
1061,3,17.3,5.0,98.0,16,10.0,64.0,1,998.0
1062,4,15.6,2.0,94.0,4,10.0,28.0,2,559.0
1063,4,15.6,2.0,65.0,16,20.0,22.0,2,989.99
1064,7,15.6,2.0,98.0,16,,57.0,2,1929.0
1065,4,13.3,2.0,65.0,8,15.0,40.0,2,1458.0
1066,3,17.3,5.0,39.0,64,11.0,,2,3975.0
1067,4,13.3,7.0,79.0,8,15.0,35.0,2,798.01
1068,4,15.6,,98.0,16,,65.0,2,1329.0
1069,0,12.0,17.0,99.0,8,14.0,34.0,3,1300.0
1070,4,15.6,4.0,64.0,4,24.0,35.0,2,481.98
1071,1,15.6,4.0,0.0,4,24.0,35.0,2,1199.0
1072,1,12.5,2.0,0.0,8,15.0,35.0,8,1199.0
1073,1,13.3,2.0,65.0,8,15.0,40.0,2,1090.0
1074,5,12.5,6.0,79.0,8,15.0,35.0,2,1713.49
1075,5,17.3,19.0,0.0,8,0.0,15.0,2,659.0
1076,5,15.6,5.0,57.0,4,10.0,62.0,2,977.0
1077,7,17.3,2.0,43.0,16,,58.0,2,2499.0
1078,5,15.6,4.0,0.0,4,24.0,35.0,2,540.0
1079,1,15.6,2.0,0.0,4,24.0,35.0,8,940.0
1080,5,12.5,,76.0,8,27.0,34.0,2,1399.0
1081,5,17.3,5.0,39.0,32,,67.0,2,3240.0
1082,5,10.1,9.0,2.0,4,32.0,29.0,2,646.27
1083,1,13.3,15.0,65.0,16,27.0,40.0,2,2049.0
1084,4,15.6,2.0,94.0,8,15.0,40.0,2,750.0
1085,1,14.0,2.0,0.0,4,24.0,35.0,8,1030.99
1086,1,15.6,2.0,79.0,8,15.0,0.0,8,1495.0
1087,5,14.0,2.0,0.0,8,9.0,35.0,8,1199.0
1088,1,13.3,27.0,72.0,4,21.0,34.0,7,615.0
1089,2,15.6,4.0,40.0,4,24.0,13.0,2,387.0
1090,4,15.6,4.0,86.0,4,24.0,28.0,4,393.49
1091,1,15.6,4.0,6.0,4,10.0,35.0,1,345.99
1092,3,17.3,5.0,43.0,8,,57.0,2,1599.0
1093,4,13.3,5.0,26.0,4,15.0,5.0,2,818.35
1094,1,12.5,4.0,0.0,4,4.0,35.0,8,1599.0
1095,2,15.6,2.0,94.0,8,,62.0,2,799.0
1096,4,15.6,2.0,94.0,8,10.0,22.0,2,638.8
1097,7,17.3,2.0,98.0,8,15.0,64.0,2,1599.0
1098,1,15.6,4.0,23.0,4,10.0,30.0,2,500.0
1099,3,17.3,5.0,98.0,16,,67.0,2,2299.0
1100,4,12.5,4.0,64.0,4,24.0,35.0,8,1135.15
1101,4,12.5,4.0,64.0,4,4.0,35.0,8,1166.97
1102,2,15.6,4.0,70.0,4,8.0,28.0,7,209.0
1103,1,17.3,5.0,98.0,8,10.0,2.0,8,2899.0
1104,5,15.6,2.0,43.0,16,27.0,55.0,2,1199.0
1105,4,12.5,4.0,0.0,8,15.0,35.0,8,1413.1
1106,7,17.3,2.0,98.0,8,,63.0,2,1511.19
1107,5,15.6,6.0,0.0,4,15.0,35.0,2,867.0
1108,1,15.6,2.0,74.0,4,10.0,11.0,2,398.0
1109,3,15.6,5.0,98.0,16,,63.0,2,1339.0
1110,1,13.3,11.0,92.0,8,15.0,34.0,2,1699.0
1111,4,15.6,4.0,0.0,4,24.0,14.0,8,769.15
1112,5,15.6,4.0,60.0,4,4.0,35.0,2,429.0
1113,1,13.3,2.0,79.0,8,27.0,35.0,2,1969.0
1114,5,10.1,9.0,2.0,4,32.0,29.0,5,549.0
1115,4,13.3,2.0,18.0,8,15.0,43.0,2,1379.0
1116,5,17.3,5.0,39.0,16,,67.0,2,2749.99
1117,13,12.5,,79.0,8,15.0,35.0,2,1029.0
1118,9,13.3,2.0,65.0,16,27.0,40.0,2,2226.0
1119,3,17.3,2.0,98.0,8,,63.0,2,1312.49
1120,12,13.3,2.0,54.0,4,21.0,29.0,2,196.0
1121,1,13.3,2.0,0.0,8,15.0,35.0,2,1690.0
1122,1,14.0,2.0,0.0,8,15.0,35.0,8,1513.0
1123,4,15.6,4.0,0.0,4,24.0,35.0,4,523.63
1124,3,15.6,4.0,90.0,4,10.0,40.0,2,435.0
1125,5,14.0,6.0,79.0,8,15.0,35.0,2,1669.0
1126,5,10.1,9.0,2.0,4,32.0,29.0,2,479.0
1127,1,12.5,4.0,41.0,8,15.0,35.0,8,1895.0
1128,5,15.6,5.0,8.0,8,,57.0,1,989.0
1129,1,17.3,5.0,57.0,8,,57.0,2,1129.0
1130,1,15.6,4.0,65.0,8,20.0,40.0,2,629.0
1131,5,14.0,6.0,81.0,8,27.0,78.0,8,2050.38
1132,3,14.0,4.0,66.0,4,21.0,31.0,2,278.0
1133,1,15.6,2.0,65.0,8,15.0,40.0,2,752.0
1134,2,15.6,2.0,94.0,4,10.0,52.0,2,616.0
1135,5,15.6,2.0,79.0,16,1.0,20.0,2,1099.0
1136,1,17.3,5.0,98.0,8,15.0,77.0,8,3949.4
1137,4,15.6,4.0,94.0,8,10.0,22.0,2,784.0
1138,7,17.3,2.0,48.0,16,,67.0,2,2399.0
1139,1,15.6,2.0,79.0,8,15.0,35.0,8,2171.72
1140,5,14.0,,81.0,16,27.0,35.0,2,2440.0
1141,7,15.6,2.0,43.0,8,,54.0,2,1142.8
1142,1,13.3,7.0,41.0,8,15.0,35.0,2,1629.0
1143,1,15.6,5.0,98.0,8,15.0,72.0,8,2229.0
1144,1,13.3,12.0,81.0,8,15.0,35.0,2,1799.0
1145,1,15.6,2.0,98.0,8,15.0,72.0,8,1899.0
1146,1,12.5,2.0,,8,15.0,35.0,8,2296.95
1147,4,15.6,2.0,65.0,8,15.0,52.0,2,1009.9
1148,1,15.6,2.0,0.0,8,15.0,35.0,8,1579.0
1149,5,14.0,,79.0,8,15.0,35.0,2,2339.0
1150,5,15.6,4.0,60.0,4,10.0,35.0,1,339.0
1151,1,15.6,4.0,63.0,4,24.0,10.0,2,297.0
1152,5,15.6,2.0,0.0,8,10.0,15.0,1,599.0
1153,4,15.6,2.0,43.0,8,10.0,,2,1199.0
1154,4,15.6,,57.0,8,15.0,,2,2250.68
1155,1,15.6,2.0,46.0,4,15.0,4.0,2,478.89
1156,7,17.3,2.0,43.0,16,,55.0,2,1492.8
1157,5,14.0,2.0,81.0,12,27.0,35.0,8,2299.0
1158,5,15.6,2.0,0.0,8,1.0,15.0,2,788.49
1159,1,13.3,12.0,81.0,8,27.0,35.0,2,2041.0
1160,5,14.0,2.0,81.0,8,15.0,35.0,8,1499.0
1161,7,14.0,2.0,98.0,16,,65.0,2,1769.0
1162,1,15.6,5.0,43.0,8,10.0,54.0,2,899.0
1163,5,15.6,4.0,60.0,8,10.0,35.0,2,459.0
1164,1,15.6,4.0,0.0,4,24.0,35.0,1,476.99
1165,4,15.6,,43.0,8,,55.0,2,1498.0
1166,5,15.6,5.0,94.0,8,15.0,40.0,2,1390.0
1167,5,15.6,2.0,6.0,4,10.0,,2,468.0
1168,1,14.0,4.0,68.0,2,21.0,29.0,2,249.0
1169,7,15.6,5.0,65.0,8,10.0,54.0,2,839.0
1170,1,15.6,2.0,79.0,8,15.0,35.0,2,679.0
1171,1,15.6,2.0,17.0,16,27.0,46.0,2,1159.0
1172,3,15.6,4.0,27.0,4,24.0,28.0,2,369.0
1173,5,15.6,4.0,0.0,4,24.0,35.0,1,398.0
1174,5,15.6,2.0,65.0,8,10.0,52.0,1,709.0
1175,3,14.0,2.0,90.0,4,15.0,40.0,2,769.0
1176,5,15.6,2.0,79.0,4,1.0,35.0,8,825.0
1177,5,15.6,5.0,98.0,16,27.0,,2,1305.0
1178,7,15.6,2.0,98.0,16,,65.0,2,2153.37
1179,1,15.6,4.0,64.0,4,24.0,35.0,2,650.0
1180,5,14.0,,0.0,8,15.0,35.0,2,1637.0
1181,5,15.6,2.0,65.0,6,15.0,48.0,2,831.0
1182,4,15.6,2.0,65.0,8,15.0,53.0,4,895.01
1183,2,15.6,4.0,,4,24.0,31.0,2,333.0
1184,1,15.6,5.0,98.0,6,10.0,63.0,2,799.0
1185,3,15.6,5.0,98.0,8,,63.0,2,909.0
1186,4,15.6,7.0,65.0,16,27.0,40.0,2,1179.0
1187,2,15.6,2.0,94.0,4,15.0,52.0,2,691.0
1188,4,13.3,11.0,41.0,8,15.0,35.0,4,1099.0
1189,2,17.3,5.0,43.0,16,,58.0,2,2599.0
1190,5,15.6,5.0,8.0,8,10.0,54.0,2,819.0
1191,15,12.3,26.0,4.0,4,21.0,27.0,7,659.0
1192,1,15.6,4.0,94.0,4,24.0,40.0,2,485.0
1193,0,12.0,17.0,99.0,8,14.0,37.0,3,1163.0
1194,4,13.3,6.0,94.0,8,15.0,40.0,2,1199.0
1195,1,15.6,5.0,43.0,12,,54.0,2,1327.0
1196,5,15.6,4.0,6.0,4,10.0,18.0,1,368.0
1197,3,17.3,5.0,98.0,16,,67.0,2,2150.0
1198,2,15.6,4.0,,4,10.0,31.0,4,272.0
1199,7,17.3,2.0,43.0,16,,57.0,2,2048.9
1200,4,15.6,4.0,60.0,4,4.0,21.0,2,499.0
1201,5,15.6,4.0,79.0,8,24.0,49.0,1,629.0
1202,4,15.6,7.0,17.0,16,27.0,46.0,2,1285.0
1203,4,13.3,11.0,65.0,16,27.0,40.0,2,2680.0
1204,3,15.6,2.0,98.0,8,10.0,57.0,2,1169.0
1205,4,15.6,2.0,94.0,8,15.0,22.0,2,889.0
1206,1,15.6,4.0,94.0,8,15.0,40.0,2,579.0
1207,5,15.6,4.0,28.0,4,24.0,10.0,2,299.0
1208,2,17.3,19.0,60.0,8,10.0,52.0,2,629.0
1209,3,15.6,2.0,43.0,16,,58.0,2,2449.0
1210,0,12.0,17.0,12.0,8,26.0,34.0,3,1279.0
1211,3,15.6,2.0,43.0,16,,57.0,2,1749.0
1212,7,17.3,5.0,98.0,16,,57.0,2,1948.99
1213,4,15.6,6.0,94.0,8,15.0,40.0,2,999.0
1214,3,17.3,2.0,43.0,16,,57.0,2,1949.0
1215,2,11.6,4.0,70.0,2,23.0,28.0,7,174.0
1216,2,17.3,19.0,6.0,4,10.0,52.0,2,598.0
1217,5,17.3,19.0,94.0,8,10.0,40.0,1,539.0
1218,5,15.6,5.0,98.0,8,,,2,1272.0
1219,2,14.0,6.0,5.0,8,15.0,39.0,2,1149.0
1220,5,15.6,5.0,81.0,8,15.0,35.0,2,1529.0
1221,7,15.6,2.0,98.0,8,,57.0,2,1476.11
1222,1,15.6,2.0,47.0,6,10.0,5.0,2,529.0
1223,4,12.5,7.0,41.0,8,15.0,35.0,8,1713.37
1224,4,15.0,7.0,90.0,4,24.0,40.0,2,509.0
1225,3,15.6,4.0,23.0,4,10.0,30.0,2,309.0
1226,4,13.3,11.0,65.0,8,15.0,40.0,2,1477.0
1227,4,15.6,4.0,94.0,4,10.0,35.0,4,521.86
1228,5,15.6,6.0,98.0,16,,63.0,2,1029.0
1229,7,15.6,2.0,43.0,8,,54.0,2,1149.0
1230,5,12.5,6.0,,16,27.0,35.0,2,1650.0
1231,13,14.0,2.0,43.0,16,11.0,57.0,2,3499.0
1232,4,15.6,21.0,90.0,8,10.0,40.0,2,469.01
1233,7,17.3,2.0,43.0,16,,57.0,2,1598.0
1234,0,11.6,4.0,14.0,4,14.0,38.0,3,959.0
1235,1,15.6,2.0,6.0,4,10.0,35.0,2,478.0
1236,1,14.0,23.0,79.0,8,15.0,35.0,8,2198.19
1237,4,15.6,4.0,0.0,4,24.0,35.0,8,737.0
1238,7,15.6,2.0,98.0,8,,63.0,2,1169.0
1239,5,13.3,5.0,65.0,16,27.0,40.0,2,1499.0
1240,5,15.6,2.0,87.0,6,15.0,5.0,2,597.57
1241,3,13.3,2.0,79.0,8,15.0,35.0,2,1280.0
1242,2,15.6,4.0,60.0,4,24.0,35.0,4,361.8
1243,4,17.3,7.0,65.0,16,27.0,52.0,2,1799.0
1244,1,14.0,2.0,0.0,4,15.0,35.0,8,1099.99
1245,3,15.6,5.0,43.0,16,,55.0,2,1600.0
1246,4,14.0,4.0,94.0,4,24.0,40.0,2,875.0
1247,3,15.6,5.0,98.0,16,,58.0,2,2325.0
1248,5,15.6,5.0,94.0,8,15.0,40.0,1,573.0
1249,4,13.3,11.0,21.0,8,15.0,39.0,2,1813.0
1250,4,15.6,4.0,23.0,4,24.0,28.0,4,324.0
1251,1,15.6,4.0,74.0,4,24.0,12.0,2,399.0
1252,5,15.6,2.0,64.0,6,4.0,49.0,2,569.0
1253,5,14.0,5.0,0.0,8,15.0,35.0,2,1072.0
1254,4,15.6,4.0,86.0,4,24.0,28.0,2,443.99
1255,3,15.6,4.0,66.0,4,10.0,31.0,2,339.0
1256,3,17.3,5.0,98.0,16,,65.0,2,1900.0
1257,4,15.6,4.0,6.0,4,24.0,35.0,2,490.0
1258,5,15.6,2.0,79.0,8,1.0,15.0,8,895.0
1259,7,15.6,2.0,98.0,8,,63.0,2,1229.0
1260,5,14.0,7.0,0.0,4,4.0,35.0,2,833.01
1261,3,13.3,5.0,,8,27.0,34.0,2,729.0
1262,4,15.6,4.0,90.0,6,10.0,40.0,2,459.0
1263,2,15.6,4.0,68.0,4,24.0,29.0,4,289.0
1264,4,15.6,4.0,27.0,2,24.0,28.0,2,379.0
1265,5,15.6,5.0,98.0,8,10.0,63.0,2,899.0
1266,1,15.6,2.0,97.0,6,1.0,21.0,2,549.99
1267,4,15.6,4.0,65.0,8,10.0,18.0,4,805.99
1268,1,11.6,4.0,68.0,2,21.0,29.0,2,209.0
1269,3,15.6,4.0,79.0,4,24.0,48.0,2,720.32
1270,5,14.0,6.0,79.0,4,4.0,35.0,2,638.0
1271,5,13.3,29.0,79.0,16,27.0,35.0,2,1499.0
1272,5,14.0,4.0,27.0,2,32.0,28.0,2,229.0
1273,1,15.6,4.0,79.0,6,10.0,15.0,2,764.0
1274,3,15.6,4.0,27.0,4,24.0,28.0,2,369.0
1275,3,13.3,5.0,,8,27.0,34.0,2,729.0
1276,4,15.6,4.0,90.0,6,10.0,40.0,2,459.0
1277,2,15.6,4.0,68.0,4,24.0,29.0,4,289.0
1278,4,15.6,4.0,27.0,2,24.0,28.0,2,379.0
1279,5,15.6,5.0,98.0,8,10.0,63.0,2,899.0
1280,1,15.6,2.0,97.0,6,1.0,21.0,2,549.99
1281,4,15.6,4.0,65.0,8,10.0,18.0,4,805.99
1282,1,11.6,4.0,68.0,2,21.0,29.0,2,209.0
1283,3,15.6,4.0,79.0,4,24.0,48.0,2,720.32
1284,5,14.0,6.0,79.0,4,4.0,35.0,2,638.0
1285,5,13.3,29.0,79.0,16,27.0,35.0,2,1499.0
1286,5,14.0,4.0,27.0,2,32.0,28.0,2,229.0
1287,1,15.6,4.0,79.0,6,10.0,15.0,2,764.0
1288,3,15.6,4.0,27.0,4,24.0,28.0,2,369.0
1289,3,13.3,5.0,,8,27.0,34.0,2,729.0
1290,4,15.6,4.0,90.0,6,10.0,40.0,2,459.0
1291,2,15.6,4.0,68.0,4,24.0,29.0,4,289.0
1292,4,15.6,4.0,27.0,2,24.0,28.0,2,379.0
1293,5,15.6,5.0,98.0,8,10.0,63.0,2,899.0
1294,1,15.6,2.0,97.0,6,1.0,21.0,2,549.99
1295,4,15.6,4.0,65.0,8,10.0,18.0,4,805.99
1296,1,11.6,4.0,68.0,2,21.0,29.0,2,209.0
1297,3,15.6,4.0,79.0,4,24.0,48.0,2,720.32
1298,5,14.0,6.0,79.0,4,4.0,35.0,2,638.0
1299,5,13.3,29.0,79.0,16,27.0,35.0,2,1499.0
1300,5,14.0,4.0,27.0,2,32.0,28.0,2,229.0
1301,1,15.6,4.0,79.0,6,10.0,15.0,2,764.0
1302,3,15.6,4.0,27.0,4,24.0,28.0,2,369.0
